20071223135331AAUA8HJ	Entertainment & Music;Polls & Surveys	?Que haces en este mismo momento aparte de estar en YR??	yo voy a irme a comer
20090226113823AAjd42A	Entertainment & Music;Jokes & Riddles	Help me figure out this ENIGMA!!!!?	OK my friend is making me try to guess what he does for a living please help me Im too stupid to figure it out.      these are all the clues i have - make of them what u will      - He employs people like Pamela Anderson   - He does it "the italian way"   - Queer eye for a str8 guy (hes gay himself)   - David Chapelle      thats it? thats all i have to go on!!       help x
20090226111401AA1ITub	Entertainment & Music;Other - Entertainment	How do you get to meet the people on X factor live tour?	I'm going to see the X factor live tour in cardiff soon (yayyy btw haha)   and i've seen loads of pics on the internet of people having met the x factor people (like eoghan, jls)    and i was wondering how do yu get to meet them and have pics with them?    oh and also btw, for people who have been, austin defo isn't there right?      thanks! :) xxx
20090220180207AA0jfcV	Entertainment & Music;Polls & Surveys	Japan or Jamaica???????????????	Where would you rather go?????????
20090226114701AAwvYYx	Entertainment & Music;Music;Other - Music	Tips On playing guitar?	If anyone has any tips on guitar i was wanting help with doing solos better? think i could score some tips????
20090226114714AAo94ok	Entertainment & Music;Music;Other - Music	Taye double foot petal? any good?	N/A
20090226115209AAWMcJh	Entertainment & Music;Music;Other - Music	Which is the best song?	ok i know i have done one of these before but whatev they r fun so which song is best 2 u? 1) my life would suck without u by Kelly Clarkson 2) but its better if u do by panic at the disco 3) disturbia by Rihanna 4) my paper heart by the all american rejects 5) gives you hell by the all american rejects... if u dont like any put a * and tell me ur fav song..
20090226113636AAAk0vN	Entertainment & Music;Polls & Surveys	Question for just girls?	Ever been a time you were glad you didn't have balls? Tell about a specific time.
20090226112601AAP7VCD	Entertainment & Music;Movies	What does El Wray call Cherry in Planet Terror?	It's some sort of Spanish, but he talks so low I cant hear what he says clearly.  Does anyone know?  And what does it mean?
20090226114413AApKGVd	Entertainment & Music;Music;Other - Music	Please help me with my sheet music and the 2 clef problem?	Okay I didn't state this question very well last time.  Firstly look at the sheet bellow in the link ok.  Okay there are 2 G clefs here AT THE BEGINNING WHERE I put the big circle around the G clefs.  So if you look at the first two chords that I circled it's D and D played at the same time however one is a lower D than the other.  So Would I just play this normally just as if it was showing both those D'S in one G clef instead of two?  Then the second chord shows that you play two E's so wouldn't you play them the same way as if they were showing those same two notes in JUST ONE G CLEF?          http://i86.photobucket.com/albums/k96/de... 
20090226112954AAOnUzL	Entertainment & Music;Music;Classical	Could anyone send me a copy of Clair de Lune sheet music for Piano Solo?	Adobe File would be great.
20080505173207AANvJ5Q	Entertainment & Music;Polls & Surveys	*~*~Plz help me~*~*~?	they werent that much help in the "homework help" section but any way in science i have to answer ONE more question but i need help. heres the question: Describe 3 plants that have special adaptions that help them survive in their enviroment.......Plasse doont say " you should doing this on your own" ive been working so hard on the last questions so if you could be so nice and help me or just give me a website (no search engines) thx you!
20090226115054AAfhbHk	Entertainment & Music;Celebrities	What's the latest news on Sean Paul, I have not heard from him in a very long time?	N/A
20090226114159AArJCfe	Entertainment & Music;Other - Entertainment	What do you thin will happen now in the secret life of the american teenager(season two)?	Im just curious of what people have to say
20090226120232AAbVRDI	Entertainment & Music;Polls & Surveys	What is the grossest animal?	N/A
20080321235838AAvAkJ7	Entertainment & Music;Polls & Surveys	Just curious but....?	say ur parents got devorice (or some thing like that)and then they remarry someone elsa but you fall in love with ur step-brother/sister wat will u do??      totally soup opra situation rite?   but i just wanted to see how real ppl will react in this kind of situation   thank u ^_^
20090226114140AAuN3Vf	Entertainment & Music;Movies	What are some movies about elementary school kids?	I mean like movies about kids or school classes or something. You know? There is a movie called the mysterious miss C. and that's about grade six students who are bad and learn to help each other out. Anyways... PLEASE HELP!
20081115233808AA5CNn1	Entertainment & Music;Celebrities	That guy, Seal, What's on his face? Or what happened to it?	N/A
20090226113822AAzFvdI	Entertainment & Music;Music;Rock and Pop	A question about cover songs...?	When a cover song is played by a musician in a venue, are the artists paying or filling out paperwork to play this song? Thank you.
20081025103258AAdnQL5	Entertainment & Music;Movies	What is the worlds worst movie of all time?	not that youve seen but like the worst ever
20081111004210AAN60mA	Entertainment & Music;Polls & Surveys	What is your favouirte?	country
20090226115707AACK0UE	Entertainment & Music;Celebrities	What do you think of Sports Stars, Musicians, Celebrities, and Models being role models?	Why or why not?   please put your name and age
20081008164734AAC6WBd	Entertainment & Music;Polls & Surveys	Do you think my baby is cute??? I get a lot of stares.....?	 http://images.search.yahoo.com/images/vi... 
20081003151418AAokPuW	Entertainment & Music;Polls & Surveys	Is anybody else disgusted bu this question?	I was disgusted but I laughed really hard when I read this question, what do you think?       http://answers.yahoo.com/question/index;... 
20081001032108AADwSXX	Entertainment & Music;Music;Rock and Pop	Are the jonas brothers coming to Australia?	N/A
20090226115400AACraFh	Entertainment & Music;Music;Other - Music	How good were the killers at the 02 arena !!! brilliant!!!!!?	the killers
20090226120429AAd56z9	Entertainment & Music;Music;Other - Music	What is your fav. Paramore and Story of the Year song?	Mine are:       Decoy - paramore   Message to the World - Story of the Year         What song are you listening to right now??
20090226120224AAv6zU4	Entertainment & Music;Movies	Is the 40 year old virgin a funny film?	N/A
20080314162412AAZLIeX	Entertainment & Music;Polls & Surveys	What would you say ur....?????	favorite movie is so far?  it doesn't matter what year the movie was out or whatever it can be any movie and any rating.  So far I like the movie "Glory" rated R.  The ending like made me cry.
20081210004437AAOMmxg	Entertainment & Music;Polls & Surveys	What show do you like better: Seinfeld or Everyone Loves Raymond?	If you want you can say why.
20080417062427AAXEaGj	Entertainment & Music;Comics & Animation	Anggota akatsuki fav kamu siapa ?????	kenapa ???   alasannya yah.......!!!
20090226120340AARYoUc	Entertainment & Music;Movies	3 lord of the rings movie matches- who would win each one?	aragorn vs boromir   legolas vs witch king   aragorn vs boromir vs legolas vs witch king
20081113112647AAFFiS5	Entertainment & Music;Polls & Surveys	Should I take this as a compliment or an insult?	He said I have big t!ts... :/      he's right, though...
20090226120700AAJIrcJ	Entertainment & Music;Music;Rock and Pop	Need some Happy Songs to listen to! Ideas?	Like the Metro Station/ Jason Mraz/ John Mayer/ shiny toy guns sort of thing....any ideas??? Some underground new bands would be cool too thanks....
20090226112537AAopQQr	Entertainment & Music;Celebrities	Was Stephanie Meyer intention to make edward gay and fall in love with jacob?or is it rumors?	ok,nothing is wrong with being gay but i am curious.my sister said that edward and jacob were supposed to fall in love and that he was just using bella and that's y he didnt want her to go over there! i think its a rumor but i dont know.
20090226111913AADCOnj	Entertainment & Music;Movies	Is there any sites where you can watch movies  for free without downloading anything?	i really want to watch twilight could you plz ,help!! and thats apporpiate for school.thanks
20090226114037AAtvrDQ	Entertainment & Music;Music;R&B & Soul	What do you think is the reason of disappearance of some music artists from the  music industry scene?	I am 30 years old and I have seen so many great artists and rockers of the world who once came and won the hearts of audiences. Their songs remained top of the charts for weeks and months and then they suddenly disappeared. In your opinion, what are the reasons?
